,lkbd_lknc_mult,hks_mult,vks_mult,OBSERVATION NAME,SIMULATED EQUIVALENT,OBSERVED VALUE,resid
0,1000,1000,1,HO_13,15.7344379425,15.5081996918,0.2262382506999998
1,1000,1000,1,HO_17,-17.6584510803,6.11660003662,-23.77505111692
2,1000,1000,1,HO_23,17.8661651611,5.3654999733,12.5006651878
3,1000,1000,1,HO_36,6.76534509659,4.74149990082,2.02384519577
4,1000,1000,1,HO_37,16.3163986206,12.4693002701,3.8470983505000014
5,1000,1000,2,HO_13,15.7346057892,15.5081996918,0.22640609739999995
6,1000,1000,2,HO_17,-17.6473331451,6.11660003662,-23.76393318172
7,1000,1000,2,HO_23,17.6638851166,5.3654999733,12.298385143299999
8,1000,1000,2,HO_36,6.83452558517,4.74149990082,2.0930256843499997
9,1000,1000,2,HO_37,16.2907066345,12.4693002701,3.8214063644000014
10,1000,1000,10,HO_13,15.1837511063,15.5081996918,-0.324448585499999
11,1000,1000,10,HO_17,-17.6232299805,6.11660003662,-23.73983001712
12,1000,1000,10,HO_23,17.4163417816,5.3654999733,12.0508418083
13,1000,1000,10,HO_36,7.05482053757,4.74149990082,2.3133206367500003
14,1000,1000,10,HO_37,16.2755699158,12.4693002701,3.8062696456999987
15,1000,1000,100,HO_13,,15.5081996918,
16,1000,1000,100,HO_17,,6.11660003662,
17,1000,1000,100,HO_23,,5.3654999733,
18,1000,1000,100,HO_36,,4.74149990082,
19,1000,1000,100,HO_37,,12.4693002701,
20,1000,1000,1000,HO_13,,15.5081996918,
21,1000,1000,1000,HO_17,,6.11660003662,
22,1000,1000,1000,HO_23,,5.3654999733,
23,1000,1000,1000,HO_36,,4.74149990082,
24,1000,1000,1000,HO_37,,12.4693002701,
